,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48, ,OBPM,DBPM,BPM,VORP
119,Artis Gilmore*,C,29,CHI,82,3265,22.3,.619,,.448,9.9,25.0,17.5,12.9,0.7,2.6,16.5,23.0,,8.6,4.1,12.7,.186,,3.4,0.7,4.1,5.0
120,Jack Givens,SF,22,ATL,74,1347,13.0,.457,,.239,7.6,9.7,8.6,8.7,2.5,0.7,10.7,20.5,,0.7,1.4,2.1,.074,,-0.4,-0.2,-0.7,0.5
121,Mike Glenn,SG,23,NYK,75,1171,15.5,.567,,.130,2.6,5.0,3.8,16.5,1.4,0.3,11.1,19.3,,2.4,0.5,2.8,.117,,0.6,-0.7,0.0,0.6
122,Glen Gondrezick,SF,23,NYK,75,1602,11.0,.511,,.298,9.8,18.7,14.3,8.0,2.8,0.6,20.5,11.4,,0.6,2.1,2.7,.082,,-1.8,1.4,-0.4,0.6
123,Gail Goodrich*,SG,35,NOJ,74,2130,13.1,.499,,.240,3.2,5.1,4.2,23.5,1.9,0.3,16.4,20.1,,1.1,1.0,2.2,.049,,-1.1,-1.1,-2.2,-0.1
124,Mike Green,C,27,SAS,76,1641,12.9,.528,,.302,8.7,13.8,11.3,8.3,1.0,3.7,14.1,14.5,,1.8,2.0,3.8,.112,,-0.8,1.0,0.2,0.9
125,Rickey Green,PG,24,DET,27,431,10.2,.433,,.379,3.5,6.2,4.8,18.7,2.6,0.1,17.6,22.1,,-0.4,0.3,-0.1,-0.012,,-3.2,-0.8,-4.0,-0.2
126,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,Steve Green,SF,25,IND,39,265,12.4,.500,,.382,8.5,11.7,10.1,10.6,1.9,0.6,14.1,17.8,,0.2,0.3,0.4,.080,,-1.7,0.1,-1.6,0.1
128,Tommie Green,PG,22,NOJ,59,809,8.3,.438,,.266,2.5,5.6,4.1,22.2,3.3,0.4,25.2,16.7,,-1.0,0.7,-0.3,-0.017,,-4.9,0.6,-4.2,-0.5
129,Kevin Grevey,SF,25,WSB,65,1856,14.0,.494,,.243,5.0,7.7,6.3,11.1,1.1,0.4,10.5,23.5,,1.9,1.5,3.4,.087,,-0.3,-1.1,-1.4,0.3
130,Paul Griffin,PF,25,NOJ,77,1398,10.0,.527,,.659,9.1,17.9,13.7,12.1,1.7,1.3,28.9,11.0,,0.0,1.5,1.6,.054,,-2.6,1.1,-1.5,0.2
131,Bob Gross,SF,25,POR,53,1441,14.0,.519,,.269,8.1,11.2,9.6,17.0,2.3,1.8,19.6,16.9,,1.2,1.7,2.9,.097,,0.4,0.9,1.4,1.2
132,Ernie Grunfeld,SF,23,MIL,82,1778,15.2,.546,,.380,7.7,14.7,11.2,15.2,1.5,0.4,15.5,19.9,,2.8,1.6,4.3,.117,,0.2,-0.5,-0.2,0.8
133,Lars Hansen,C,24,SEA,15,205,13.6,.538,,.544,11.3,19.0,15.1,9.2,0.2,0.3,11.3,15.2,,0.4,0.3,0.6,.149,,-1.0,-0.3,-1.3,0.1
134,James Hardy,SF,22,NOJ,68,1456,10.7,.487,,.207,8.4,12.3,10.4,5.9,1.6,2.1,16.7,14.6,,0.0,1.3,1.3,.043,,-1.9,0.0,-1.9,0.0
135,Joe Hassett,SG,23,SEA,55,463,12.3,.504,,.109,2.9,7.3,5.1,13.5,1.4,0.5,12.6,21.4,,0.3,0.5,0.9,.089,,-2.0,0.1,-1.9,0.0
136,Steve Hawes,PF,28,ATL,81,2205,15.0,.523,,.175,9.0,20.5,14.5,11.7,1.7,1.2,15.1,17.2,,2.6,2.8,5.4,.118,,0.6,0.5,1.0,1.7
137,Bubbles Hawkins,SG,24,DET,4,28,23.8,.483,,.375,10.8,11.5,11.1,19.8,8.0,0.0,9.7,28.1,,0.1,0.1,0.1,.221,,-3.4,1.1,-2.3,0.1
138,Elvin Hayes*,PF,33,WSB,82,3105,19.1,.523,,.362,10.3,22.0,16.2,6.3,1.1,3.0,12.1,23.9,,4.5,4.9,9.4,.146,,1.0,0.2,1.2,2.5
139,Spencer Haywood*,PF,29,TOT,68,2361,16.8,.533,,.242,7.5,15.3,11.5,8.2,0.8,1.8,13.0,25.1,,2.5,1.8,4.3,.087,,0.3,-1.3,-1.0,0.6
140,Spencer Haywood*,PF,29,NYK,34,1023,15.6,.528,,.287,6.9,14.8,10.8,8.0,0.4,1.5,13.2,25.3,,1.0,0.7,1.6,.077,,-0.1,-1.7,-1.8,0.1
141,Spencer Haywood*,PF,29,NOJ,34,1338,17.7,.537,,.210,8.0,15.6,11.9,8.4,1.0,1.9,12.9,24.9,,1.5,1.2,2.7,.096,,0.6,-1.0,-0.4,0.5
142,Gar Heard,PF,30,PHO,63,1213,12.6,.479,,.281,9.1,22.8,16.1,5.9,1.9,2.4,12.7,15.0,,0.6,2.0,2.6,.101,,-1.5,0.6,-0.9,0.3
143,Tom Henderson,PG,27,WSB,70,2081,13.9,.519,,.304,2.5,5.4,4.0,24.5,1.9,0.2,16.9,16.1,,2.7,1.8,4.5,.103,,0.4,0.1,0.4,1.3
144,Keith Herron,SG,22,ATL,14,81,9.3,.372,,.271,5.1,8.4,6.7,5.2,3.5,1.4,8.5,28.6,,-0.1,0.1,0.0,-0.011,,-4.5,-0.2,-4.8,-0.1
145,Phil Hicks,SF,26,DEN,20,128,6.5,.431,,.116,10.7,12.1,11.4,8.3,1.8,0.0,22.3,17.5,,-0.2,0.1,0.0,-0.014,,-4.2,-0.6,-4.8,-0.1
146,Kenny Higgs,PG,24,CLE,68,1050,12.4,.517,,.398,1.8,9.3,5.3,17.2,2.9,0.6,12.5,14.2,,1.3,0.8,2.2,.098,,-2.4,1.8,-0.6,0.4
147,Armond Hill,PG,25,ATL,82,2527,11.8,.518,,.422,1.7,5.5,3.5,24.8,1.9,0.4,20.0,15.8,,2.4,1.8,4.2,.080,,-0.9,-0.5,-1.4,0.4
148,Darnell Hillman,PF,29,KCK,78,1618,10.7,.519,,.523,9.1,20.2,14.5,6.9,1.4,2.3,20.3,15.7,,0.2,2.4,2.6,.077,,-2.8,0.9,-1.8,0.1
149,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,Wilbur Holland,SG,27,CHI,82,2483,13.1,.507,,.187,3.5,7.7,5.6,19.0,2.3,0.3,15.4,19.4,,1.7,2.1,3.8,.074,,-1.3,0.4,-1.0,0.7
151,Lionel Hollins,PG,25,POR,64,1967,14.0,.496,,.249,1.8,6.7,4.2,23.9,2.7,0.7,18.5,24.2,,0.2,2.1,2.3,.055,,-1.0,-0.5,-1.5,0.2
152,Essie Hollis,SF,23,DET,25,154,11.8,.430,,.160,13.7,16.7,15.2,5.2,3.2,0.3,14.8,23.3,,-0.1,0.2,0.1,.022,,-3.8,-0.5,-4.3,-0.1
153,Otis Howard,PF,22,TOT,14,113,13.7,.446,,.411,16.5,21.9,19.1,6.0,0.8,0.9,9.6,24.7,,0.0,0.1,0.2,.064,,-3.1,-0.9,-4.0,-0.1
154,Otis Howard,PF,22,MIL,3,22,8.0,.455,,.000,25.1,10.0,17.6,6.0,0.0,0.0,15.4,23.0,,0.0,0.0,0.0,.024,,-4.5,-0.6,-5.1,0.0
155,Otis Howard,PF,22,DET,11,91,15.1,.444,,.511,14.4,24.8,19.4,6.0,1.0,1.1,8.3,25.2,,0.0,0.1,0.1,.074,,-2.8,-1.0,-3.8,0.0
156,Lou Hudson,SG,34,LAL,78,1686,13.7,.556,,.195,4.4,4.6,4.5,10.8,1.6,0.5,12.5,18.7,,2.3,1.1,3.3,.095,,-0.1,-0.9,-1.1,0.4
157,Kim Hughes,C,26,DEN,81,1086,11.7,.530,,.247,10.9,21.2,16.1,8.5,2.3,4.9,27.9,9.9,,0.1,2.1,2.2,.098,,-2.7,3.7,0.9,0.8
158,Dan Issel*,C,30,DEN,81,2742,18.3,.568,,.407,9.2,18.8,14.0,13.3,1.0,0.9,12.3,19.5,,6.7,3.1,9.8,.172,,2.5,-0.1,2.4,3.1
159,Phil Jackson*,PF,33,NJN,59,1070,10.7,.536,,.347,5.6,12.2,8.7,10.7,1.8,1.1,18.3,15.0,,0.6,1.3,1.9,.086,,-2.2,0.8,-1.5,0.1
160,Aaron James,SF,26,NOJ,73,1417,12.7,.526,,.222,6.9,10.1,8.6,8.2,0.9,0.7,13.8,21.6,,1.0,0.7,1.7,.057,,-1.8,-1.7,-3.5,-0.5
161,Charles Johnson,SG,29,WSB,82,1819,12.0,.458,,.101,4.0,7.3,5.6,12.5,2.4,0.2,9.6,19.1,,0.9,1.9,2.8,.074,,-1.9,0.8,-1.2,0.4
162,Clemon Johnson,C,22,POR,74,794,12.1,.481,,.341,11.5,20.3,15.8,12.8,1.3,2.5,20.7,15.6,,0.1,1.1,1.2,.070,,-1.5,0.8,-0.7,0.3
163,Dennis Johnson*,SG,24,SEA,80,2717,15.0,.495,,.353,5.6,8.8,7.2,14.5,1.7,1.9,13.0,21.3,,2.8,3.8,6.6,.116,,0.6,0.9,1.5,2.4
164,Eddie Johnson,SG,23,ATL,78,2413,16.7,.561,,.297,2.8,4.9,3.8,22.1,2.3,0.3,16.1,21.7,,4.4,1.9,6.3,.126,,1.4,-0.2,1.2,2.0
165,George Johnson,C,30,NJN,78,2058,11.1,.475,,.286,9.9,22.1,15.7,5.5,1.4,6.6,24.7,13.2,,-1.3,3.9,2.6,.061,,-3.7,2.8,-0.9,0.6
166,George Johnson,PF,22,MIL,67,1157,14.0,.526,,.342,10.1,24.3,17.2,8.3,2.9,2.2,20.3,16.6,,0.4,2.0,2.5,.102,,-2.0,1.6,-0.5,0.4
167,John Johnson,SF,31,SEA,82,2386,11.2,.484,,.305,5.6,12.6,9.1,20.3,1.1,0.6,21.4,19.5,,-0.4,3.0,2.7,.053,,-1.8,0.0,-1.8,0.1
168,Marques Johnson,SF,22,MIL,77,2779,23.9,.586,,.293,8.4,14.9,11.7,12.3,1.9,1.7,9.2,25.9,,9.2,3.0,12.2,.211,,5.1,0.0,5.2,5.0
169,Mickey Johnson,PF,26,CHI,82,2594,15.5,.506,,.298,8.2,18.2,13.2,21.3,1.6,1.2,20.0,24.1,,0.8,2.9,3.7,.069,,0.0,0.4,0.3,1.5
170,Ollie Johnson,SF,29,CHI,71,1734,12.3,.552,,.204,3.7,10.6,7.2,13.1,1.5,1.0,16.2,16.2,,1.6,1.4,3.1,.085,,-0.9,0.5,-0.4,0.7
171,Bobby Jones*,PF,27,PHI,80,2304,16.7,.584,,.393,9.4,14.4,12.0,11.8,2.1,2.2,16.7,16.8,,3.9,3.8,7.7,.160,,1.2,1.6,2.8,2.8
172,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,Caldwell Jones,C,28,PHI,78,2171,13.4,.512,,.254,8.8,26.2,17.9,9.1,0.8,3.8,18.0,15.5,,0.8,4.2,5.0,.111,,-1.8,1.7,-0.1,1.0
174,Dwight Jones,C,26,HOU,81,1215,10.9,.505,,.334,10.0,19.2,14.7,5.9,1.3,1.1,18.4,18.0,,0.3,0.9,1.3,.050,,-2.8,-0.8,-3.7,-0.5
175,Eddie Jordan,PG,24,NJN,82,2260,13.8,.470,,.285,3.3,6.8,5.0,23.1,3.9,1.0,18.4,22.0,,-0.9,3.3,2.4,.051,,-1.4,1.6,0.2,1.2
176,Jeff Judkins,SF,22,BOS,81,1521,14.5,.544,,.249,5.1,8.9,7.0,13.6,2.4,0.4,14.3,19.5,,1.9,1.1,3.0,.095,,-0.5,0.4,-0.1,0.7
177,Rich Kelley,C,25,NOJ,80,2705,19.9,.585,,.526,11.3,25.3,18.5,14.4,2.1,3.0,21.2,19.2,,4.1,4.5,8.6,.152,,1.1,1.8,2.8,3.3
178,Larry Kenon,PF,26,SAS,81,2947,19.8,.547,,.235,9.6,18.2,14.1,15.4,2.3,0.3,15.5,24.9,,4.7,4.1,8.8,.144,,2.5,-0.3,2.2,3.1
179,Bernard King*,SF,22,NJN,82,2859,17.9,.542,,.455,8.9,16.0,12.3,16.4,1.8,0.7,16.5,25.6,,2.8,3.6,6.5,.109,,1.6,-0.2,1.3,2.4
180,Billy Knight,SF,26,TOT,79,2095,15.3,.586,,.354,4.8,13.0,8.9,10.5,1.4,0.2,18.9,22.2,,2.3,1.4,3.7,.085,,0.3,-1.0,-0.7,0.7
181,Billy Knight,SF,26,BOS,40,1119,12.1,.556,,.335,4.0,13.2,8.6,8.4,1.2,0.1,20.5,22.0,,0.1,0.6,0.7,.029,,-1.5,-1.6,-3.2,-0.3
182,Billy Knight,SF,26,IND,39,976,19.0,.618,,.376,5.6,12.8,9.2,13.0,1.5,0.3,17.1,22.5,,2.2,0.8,3.0,.149,,2.4,-0.4,2.0,1.0
183,Toby Knight,SF,23,NYK,82,2667,15.3,.539,,.175,8.1,14.1,11.1,6.6,1.0,1.2,11.4,21.0,,3.7,2.0,5.7,.102,,0.1,-1.1,-1.0,0.7
184,Joel Kramer,PF,23,PHO,82,1401,11.3,.544,,.476,10.8,15.8,13.4,7.8,1.4,0.9,18.0,15.0,,1.4,1.6,3.0,.103,,-1.9,-0.3,-2.2,-0.1
185,John Kuester,PG,23,DEN,33,212,6.9,.387,,.269,2.5,3.9,3.2,21.4,3.8,0.2,25.6,14.2,,-0.3,0.3,0.0,.000,,-4.5,1.3,-3.2,-0.1
186,Kevin Kunnert,C,27,SDC,81,1684,12.8,.487,,.170,12.7,23.2,18.0,8.3,1.2,3.5,20.8,15.3,,0.5,1.8,2.3,.066,,-1.9,0.6,-1.3,0.3
187,Mitch Kupchak,PF,24,WSB,66,1604,19.4,.588,,.438,9.7,17.4,13.6,7.5,0.6,0.7,12.8,22.3,,4.2,1.7,5.9,.178,,2.6,-0.8,1.9,1.6
188,Sam Lacey,C,30,KCK,82,2627,15.3,.544,,.324,7.2,22.2,14.5,20.1,1.8,3.0,23.5,15.2,,2.0,4.5,6.5,.119,,0.8,3.1,3.9,3.9
189,Tom LaGarde,C,23,SEA,23,575,15.6,.568,,.525,11.1,23.7,17.4,7.8,0.5,1.6,17.4,18.4,,0.8,0.9,1.7,.142,,-0.4,0.2,-0.2,0.3
190,John Lambert,PF,26,CLE,70,1030,10.9,.469,,.167,11.6,19.7,15.4,5.5,1.1,1.5,15.5,16.1,,0.2,0.8,0.9,.044,,-2.6,-1.2,-3.8,-0.5
191,Mark Landsberger,PF,23,CHI,80,1959,12.6,.483,,.332,16.4,25.0,20.7,4.7,0.6,0.6,18.2,16.7,,0.2,2.0,2.2,.054,,-0.7,-2.1,-2.8,-0.4
192,Bob Lanier*,C,30,DET,53,1835,21.7,.564,,.386,9.0,19.3,14.0,11.4,1.2,2.1,13.6,26.7,,4.0,1.9,5.9,.155,,3.2,-0.2,3.0,2.3
193,Butch Lee,PG,22,TOT,82,1779,13.8,.513,,.363,1.9,6.0,3.9,22.7,2.3,0.0,17.3,19.8,,1.5,1.1,2.6,.069,,-0.3,-0.7,-1.0,0.4
194,Butch Lee,PG,22,ATL,49,997,12.2,.516,,.374,1.1,5.4,3.2,23.0,2.6,0.1,20.8,18.3,,0.4,0.9,1.2,.060,,-1.1,-0.2,-1.3,0.2
195,Butch Lee,PG,22,CLE,33,782,15.7,.511,,.352,2.9,6.7,4.7,22.5,1.8,0.0,13.5,21.8,,1.1,0.2,1.3,.081,,0.7,-1.4,-0.7,0.3
196,Ron Lee,PG,26,TOT,60,1346,10.7,.469,,.278,5.1,8.2,6.7,19.4,3.5,0.2,22.5,20.9,,-1.3,1.7,0.3,.012,,-3.6,0.6,-3.0,-0.4
197,Ron Lee,PG,26,PHO,43,948,11.1,.490,,.272,5.0,8.2,6.6,17.6,3.2,0.2,21.3,22.1,,-0.6,1.2,0.6,.028,,-3.4,0.3,-3.1,-0.3
198,Ron Lee,PG,26,NOJ,17,398,9.6,.406,,.298,5.3,8.1,6.8,23.5,4.2,0.2,25.9,18.1,,-0.7,0.5,-0.2,-0.027,,-4.2,1.4,-2.8,-0.1
199,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,Scott Lloyd,C,26,TOT,72,496,3.2,.389,,.385,10.8,10.3,10.6,8.2,0.9,0.9,26.3,15.6,,-0.9,0.3,-0.6,-0.058,,-5.8,-0.9,-6.7,-0.7
201,Scott Lloyd,C,26,SDC,5,31,-13.2,.000,,.000,3.4,6.9,5.1,0.0,1.5,0.0,80.0,12.2,,-0.2,0.0,-0.2,-0.363,,-6.2,-0.5,-6.6,-0.1
202,Scott Lloyd,C,26,CHI,67,465,4.3,.395,,.392,11.3,10.5,10.9,8.7,0.9,0.9,23.4,15.8,,-0.7,0.3,-0.4,-0.037,,-5.8,-0.9,-6.7,-0.6
203,John Long,SG,22,DET,82,2498,13.6,.498,,.153,5.1,6.0,5.5,6.9,1.8,0.4,9.4,22.3,,2.2,1.4,3.6,.070,,-1.0,-1.0,-2.0,0.0
204,John Lucas,PG,25,GSW,82,3095,16.9,.514,,.280,2.2,6.4,4.3,33.0,2.3,0.2,16.5,20.2,,4.7,3.2,7.9,.122,,1.5,0.0,1.4,2.7
205,Maurice Lucas,PF,26,POR,69,2462,18.4,.517,,.286,8.6,24.0,16.2,13.1,1.2,1.8,14.6,25.5,,2.9,3.3,6.2,.121,,1.0,-0.3,0.7,1.7
206,Moses Malone*,C,23,HOU,82,3390,23.7,.604,,.612,19.2,27.1,23.2,5.9,1.1,1.8,16.2,23.4,,10.6,3.5,14.1,.200,,4.5,-1.7,2.8,4.1
207,Pete Maravich*,SG,31,NOJ,49,1824,13.4,.478,,.268,1.8,4.6,3.2,20.4,1.5,0.5,14.7,28.4,,-0.5,0.7,0.1,.004,,-1.2,-2.5,-3.7,-0.8
208,Cedric Maxwell,SF,23,BOS,80,2969,19.9,.676,,.886,10.1,19.6,14.8,10.4,1.5,1.3,19.6,18.4,,8.9,2.7,11.7,.188,,2.9,0.2,3.1,3.8
209,Scott May,SF,24,CHI,37,403,8.4,.482,,.294,3.8,13.5,8.7,13.2,2.5,0.1,24.9,20.3,,-0.6,0.4,-0.1,-0.015,,-4.7,0.3,-4.4,-0.3
210,Bob McAdoo*,PF-C,27,TOT,60,2231,20.4,.561,,.399,6.3,19.1,12.7,11.5,1.5,1.6,14.1,27.1,,3.5,2.3,5.8,.125,,2.4,-0.2,2.3,2.4
211,Bob McAdoo*,PF,27,NYK,40,1594,21.5,.572,,.422,6.3,19.4,12.8,12.2,1.8,1.6,14.0,26.9,,3.0,1.8,4.8,.146,,3.2,0.2,3.4,2.2
212,Bob McAdoo*,C,27,BOS,20,637,17.5,.534,,.344,6.2,18.4,12.3,9.9,0.8,1.6,14.3,27.5,,0.5,0.5,1.0,.073,,0.6,-1.1,-0.5,0.2
213,Ted McClain,SG,32,PHO,36,465,10.1,.545,,.348,6.1,10.3,8.2,15.4,1.8,0.0,26.2,17.1,,0.0,0.4,0.5,.049,,-2.3,-0.5,-2.8,-0.1
214,Jim McElroy,PG,25,NOJ,79,2698,16.2,.536,,.310,2.3,5.4,3.9,24.2,2.4,0.9,16.0,21.0,,3.1,1.8,4.9,.088,,0.6,-0.1,0.5,1.7
215,George McGinnis*,PF,28,DEN,76,2552,20.6,.533,,.601,10.6,24.6,17.7,16.9,2.3,1.1,17.7,29.5,,2.8,4.4,7.1,.134,,1.5,0.6,2.1,2.6
216,Billy McKinney,PG,23,KCK,78,1242,15.6,.555,,.340,1.7,5.8,3.7,27.0,2.1,0.1,18.4,20.8,,1.7,1.2,3.0,.114,,0.7,-0.3,0.4,0.7
217,Tom McMillen,C,26,ATL,82,1392,12.6,.518,,.239,9.8,16.3,12.9,6.9,0.5,1.3,13.7,18.1,,1.7,1.2,2.9,.100,,-1.0,-1.2,-2.2,-0.1
218,Jim McMillian,SF,30,POR,23,278,11.9,.499,,.284,6.3,9.3,7.8,15.3,1.7,0.6,16.1,14.1,,0.3,0.2,0.5,.086,,-0.4,0.0,-0.4,0.1
219,Larry McNeill,PF,28,DET,11,46,16.5,.574,,.600,6.6,16.4,11.3,8.8,0.0,0.0,13.7,24.2,,0.1,0.0,0.1,.148,,-3.2,-0.4,-3.6,0.0
220,John Mengelt,SG,29,CHI,75,1705,13.2,.537,,.264,1.6,5.9,3.8,16.1,1.3,0.1,13.5,20.9,,2.1,0.9,3.0,.084,,-0.9,-1.0,-1.9,0.1
221,Joe Meriweather,C,25,TOT,77,1693,11.4,.524,,.374,8.8,16.0,12.5,6.0,1.1,2.8,18.3,16.3,,0.6,1.7,2.3,.064,,-3.0,0.2,-2.8,-0.3
222,Joe Meriweather,C,25,NOJ,36,640,11.8,.495,,.417,9.8,18.1,14.1,6.4,1.2,3.1,16.9,15.9,,0.1,0.7,0.9,.066,,-3.1,0.4,-2.7,-0.1
223,Joe Meriweather,C,25,NYK,41,1053,11.2,.542,,.348,8.2,14.8,11.5,5.9,1.0,2.7,19.1,16.6,,0.4,0.9,1.4,.063,,-2.9,0.1,-2.9,-0.2
224,Mike Mitchell,SF,23,CLE,80,1576,16.8,.545,,.252,8.3,14.9,11.4,5.7,1.5,1.0,11.5,22.4,,2.6,1.0,3.6,.111,,0.5,-1.1,-0.6,0.5
225,Steve Mix,SF,31,PHI,74,1269,19.4,.594,,.408,9.3,14.5,12.0,13.7,2.0,0.7,14.7,20.9,,3.0,1.9,4.9,.186,,2.7,0.6,3.3,1.7
226,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,Eric Money,PG,23,TOT,70,1979,14.4,.530,,.265,3.6,5.0,4.3,25.4,1.9,0.3,19.1,23.6,,0.9,1.8,2.7,.065,,-0.1,-0.9,-1.1,0.5
228,Eric Money,PG,23,NJN,47,1434,15.4,.519,,.271,3.9,5.4,4.6,26.7,2.3,0.4,18.0,24.1,,0.8,1.4,2.1,.072,,0.4,-0.7,-0.3,0.6
229,Eric Money,PG,23,PHI,23,545,11.8,.565,,.249,3.0,4.0,3.5,21.9,1.1,0.2,22.3,22.1,,0.1,0.4,0.5,.048,,-1.7,-1.6,-3.3,-0.2
230,Earl Monroe*,SG,34,NYK,64,1393,15.4,.513,,.220,2.0,3.7,2.9,19.6,1.6,0.2,11.3,24.3,,1.9,0.5,2.5,.085,,0.3,-1.4,-1.1,0.3
231,Glenn Mosley,PF,23,SAS,26,221,12.2,.463,,.507,13.4,17.0,15.2,10.1,1.6,2.3,17.9,19.1,,0.0,0.3,0.3,.068,,-2.5,0.0,-2.6,0.0
232,Calvin Murphy*,PG,30,HOU,82,2941,16.1,.539,,.186,2.9,3.5,3.2,17.0,1.8,0.1,10.8,23.2,,6.1,0.7,6.8,.112,,0.9,-1.0,-0.1,1.4
233,Bob Nash,SF,28,KCK,82,1307,9.6,.467,,.165,6.2,11.1,8.6,7.0,1.0,0.6,12.8,18.9,,-0.1,1.2,1.1,.042,,-2.1,-1.1,-3.2,-0.4
234,Swen Nater,C,29,SDC,79,2006,16.9,.605,,.263,11.5,25.6,18.6,9.1,0.9,0.7,19.5,16.4,,3.9,1.6,5.5,.133,,1.4,-0.8,0.6,1.3
235,Lloyd Neal,PF,28,POR,4,48,-0.6,.393,,.091,4.6,16.4,10.4,2.6,0.0,1.2,34.4,14.3,,-0.1,0.0,-0.1,-0.112,,-4.9,-0.6,-5.5,-0.1
236,Mike Newlin,SG,30,HOU,76,1828,12.9,.565,,.418,3.1,7.0,5.1,20.2,1.3,0.3,20.3,18.6,,2.4,0.5,2.9,.076,,-0.3,-1.0,-1.3,0.3
237,Norm Nixon,PG,23,LAL,82,3145,18.2,.567,,.178,1.8,6.0,4.0,30.5,2.9,0.3,15.7,18.7,,6.5,3.1,9.6,.146,,1.8,0.4,2.2,3.3
